                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                 1.1872,                0.76745,                 1.1895,                0.72692,                0.49854,                0.53571,                0.33484,                 1.2532,                 0.9816,                 1.2825,             0.00049908,             0.00049908,             0.00049908
                    129,                 1.2248,                0.78935,                 1.1783,                0.73782,                0.51164,                0.54839,                0.34332,                 1.2486,                0.94296,                 1.2645,             0.00049514,             0.00049514,             0.00049514
                    130,                 1.2331,                 0.7895,                 1.1746,                0.75093,                0.50937,                0.55065,                0.35019,                 1.2268,                0.93528,                 1.2723,              0.0004912,              0.0004912,              0.0004912
                    131,                 1.1855,                0.76637,                  1.199,                0.72814,                0.50518,                 0.5533,                0.34952,                 1.2309,                 0.9245,                 1.2649,             0.00048725,             0.00048725,             0.00048725
                    132,                 1.2046,                0.78281,                 1.1865,                0.73682,                0.51825,                0.55702,                 0.3535,                 1.2263,                 0.9158,                 1.2687,             0.00048331,             0.00048331,             0.00048331
                    133,                 1.2142,                0.78318,                 1.1736,                0.74159,                0.50363,                0.54951,                0.34965,                 1.2262,                0.93179,                 1.2602,             0.00047936,             0.00047936,             0.00047936
                    134,                 1.1986,                0.77183,                 1.1706,                0.70487,                0.50389,                0.55165,                0.34922,                 1.2398,                0.93569,                 1.2769,             0.00047542,             0.00047542,             0.00047542
                    135,                 1.1971,                0.76906,                 1.1741,                0.74483,                0.51121,                0.55512,                0.35545,                  1.219,                0.90672,                 1.2646,             0.00047147,             0.00047147,             0.00047147
                    136,                 1.1958,                0.77254,                 1.1831,                0.73962,                0.51034,                0.55733,                 0.3524,                 1.2233,                0.91935,                 1.2809,             0.00046753,             0.00046753,             0.00046753
                    137,                 1.1825,                0.76361,                 1.1829,                0.72913,                0.51475,                0.55153,                 0.3459,                 1.2343,                0.91396,                 1.2707,             0.00046359,             0.00046359,             0.00046359
                    138,                 1.1763,                0.76266,                 1.1627,                0.74741,                0.51915,                0.56346,                0.35869,                 1.2116,                0.90933,                 1.2581,             0.00045964,             0.00045964,             0.00045964
